,Tour_Name,Tour_Type,Number_of_Reviewer,Rating,Duration,Price,Highlight,Location
2452,"2513.  2-Days Private Tour Discovery Angkor Wat, Koh Ker and Beng Mealea Temple",Bus Tours,,,2 days,300,"Air-conditioned vehicle, English tour guide, Cold water & cold towel","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
2453,2514. Floating Village Tour From Siem Reap Small Group,Bus Tours,1,5,4–5 hours,36,"Local Experience English Speaking Tour Guide, Air-condition Vehicle, Boat Ticket, Cool Mineral Water","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
2454,"2515. Siem Reap to Banteay Meanchey Province visit Banteay Chhmar Temple, Silk Farm",Walking Tours,1,5,6–8 minutes,170.52,"Licensed English Local Tour Guide, Outside touristic zone of Banteay Chhmar Temple, VIP transportation of Luxes RX 300 (Petrol using), High quality cool water, fresh towel and soft drinks, Hotel pick up and drop off, Private Tour, Walking Tour, Tour escort/host, Private tour to untouristed temple in Banteay Mancheay Province","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
2455,2516. Siem Reap - Our famous French Building Province 1863-1953-Battambang visit,Bus Tours,1,5,6–8 hours,173.08,"English Local Tour Guide (Licensed Tour Guide), High quality cool water, fresh towel and soft drinks, VIP transportation of Lexes RX 300 (Petrol using), Hotel pick up and drop off, Private Tour, Mountain Trekking Tour, Tour escort/host, 1 Days Tour activities as mention in the programs, Private Funny Local Bamboo Train tour riding, Hotel Property using, Pool, Relaxing, only as we travelling very long ways today","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
2456,"2517. Angkor Wat, Angkor Thom Ancient Capital, Ta Promh & Temple Sunset - Biking",Ports of Call Tours,23,5,2 hours,75.65,"English Local Tour Guide (Licensed Tour Guide), Best Mountain Bike for your day tour cycling (Kids also available 10ys up allow), High quality cool water, soft drink, coconut juice available on the road, Hotel pick up and drop off, Private Tour, Walking Tour & Cycling tour during the day, Tour escort/host, Local Lunch at the local restaurant (Food Only/Set Menu Style)","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
2457,2518. Guided Bike Tour with Lunch in Islands of the Mekong from Phnom Penh,Private and Luxury,206,5,5 hours,49,"Top quality mountain bike, Use of helmet, Water, snacks, and lunch, Biking guide, All fees and handling charges, Entry/Admission - Lotus Silk","Asia, Cambodia, Phnom Penh, Things to Do in Phnom Penh, Phnom Penh Tours, Tours and Tickets"
2458,"2519. Private Tour Angkor Wat, 4 Day Tour - Beng Mealea",Bus Tours,5,5,3+ days,414.36,"Car (Mini LEXUS RX300) or Minivan (Mercedes Istana), gasoline, driver, Fully licensed English speaking tour guide, Mineral pure drinking water and cold handkerchief","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
2459,2520. Kompong Phluk Mangroves & Stilt House Village,Bus Tours,1,4,4–5 hours,48.21,"2 bottled water + 2 wet tissue/pax., All sightseeing & tour activities as programmed., Experienced local English tour guide., Travel in air conditioning Transportation, Tonle Sap entrance fee., Kompong Phluk boat excursion., Kompong Phluk canoe., Entry/Admission - Kompong Phluk","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
2460,The Killing Field and Toul Sleng Genocide Museum Tour,Half-day-Tours,322,star-5, 4 hours 15 minutes (approx.),$23.99 ,"A professional English speaking tour guide with driver., cool water, A clean , hygienic, good, and safe transportation., Air-conditioned vehicle","Phnom Penh, Cambodia"
2461,Angkor Sunrise Bike Tour with Breakfast and Lunch Included,Bike-and-Mountain-Bike-Tours,190,star-5, 9 hours (approx.),$75.05 ,"Hotel pick up & Drop Off, Professional local English speaking guide, Bicycle & Helmet, Local Breakfast & Lunch, Local snacks and fruits, Bottled water","Siem Reap, Cambodia"
2462,Phnom Penh Dinner Cruise,Water-Tours,1,star-5, 2 hours (approx.),$86.27 ,"Hotel pickup and drop-off, Sunset Cruise and dinner (at restaurant on the riverside), Unlimited local beers and soft drinks","Phnom Penh, Cambodia"
2463,Sunset Dinner/cocktails/wines and beers with a Floating Village cruise Tour,Day-Cruises,107,star-4, 4 hours (approx.),$49.00 ,"Hotel pickup and drop-off in air conditioned taxi or tuk tuk, English speaking guide, Dinner, All you can drink selection of beers, spirits, cocktails, champagne,wines, or soft drinks, Tour the fishing floating villages, All check point fees and taxes included in the price, No hidden additional costs, Restroom on board","Siem Reap, Cambodia"
2464,Private Angkor Sunrise & Major Temples (English Speaking Guide & SUV Car Driver),Day-Trips,33,star-5, 5 to 6 hours (approx.),$75.00 ,"Our best selected Local English Speaking Tour Guide, Private transportation, Vehicle SUV Car Driver, Cool Drinking Water and cool Wipe Towels","Siem Reap, Cambodia"
2465,Kulen Mountain park and waterfall for small groups,Day-Trips,162,star-5, 8 hours (approx.),$45.00 ,"Air-conditioned vehicle, All Fees and Taxes, Chilled bottled water, English-speaking tour guide","Krong Siem Reap, Cambodia"
2466,2-Day Angkor Wat and Banteay Srei Temple Tour,Overnight-Tours,34,star-5, 2 days  (approx.),$49.50 ,"Vaccinated English speaking tour guide & driver, Breakfast, Air-conditioned transportation ( Car/Minivan/Bus), Free cool water and towels during the tour, Breakfast ( Taste authentic dish with traditional dessert) Only Day 1","Siem Reap, Cambodia"
2467,Kompong Phluk Half Day Join In Tour by Luxury Minibus,Half-day-Tours,441,star-5, 5 hours (approx.),$24.00 ,"A half day tour of Kompong Phluk floating village, Hotel pick-up and drop off (if requested), Professional English-speaking guide, Bottled water, Cold towels, Land transportation by minibus and motorboat ride, Life-jackets","Siem Reap, Cambodia"
2468,Small-Group Angkor Wat Tour from Siem Reap,Day-Trips,1312,star-5, 6 to 7 hours (approx.),$13.00 ,"Hotel pickup and drop-off, Transportation for 1-3 pax will be by a tuk tuk or by a car/minivan, Transportation for 4 pax or more will be by a minivan/bus, Experience Local English-speaking tour guide, Cold bottled water during tours (unlimited)","Siem Reap, Cambodia"
2469,Private Siem Reap City Hidden Gems Guided Tour,Bike-and-Mountain-Bike-Tours,51,star-5, 2 to 3 hours (approx.),$35.00 ,"All Fees and Taxes, Passionate english speaking local guide, Snacks","Krong Siem Reap, Cambodia"
2470,"Mekong Silk Island Cruise - Unlimited Beer, Soft Drinks & Fresh Fruit Platter",Day-Cruises,42,star-4.5, 4 hours (approx.),$33.00 ,"One way hotel pick up, Unlimited beer and soft drinks, Fresh fruit platter, Tuk Tuk trip around the island, Entrance fee, English speaking guide","Phnom Penh, Cambodia"
2471,Private Transfer from Siem Reap to Phnom Penh,Day-Trips,10,star-5, 4 to 5 hours (approx.),$25.00 ,"Pick up and Drop off at your hotel but please provide us your hotel name and hotel address, Experiences English Speaking Driver, Flexible to stop along the way from Siem Reap to Phnom Penh, Private transfer by AC Vehicle from Siem Reap to Phnom Penh","Siem Reap, Cambodia"
2472,Siem Reap Evening Food Tour - Inclusive 10 Local Tastings,Half-day-Tours,60,star-5, 5 hours (approx.),$42.75 ,"Hotel pick up & Drop Off, English speaking tour guide, Tour transportation (tuk-tuk), Cold beverage, Bottled water, Food tasting","Siem Reap, Cambodia"
2473,Private Full-Day Angkor Temple and Sunset Viewing,Day-Trips,114,star-4.5, 8 hours (approx.),$37.95 ,"Hotel pickup and drop-off, Sightseeing as specified in the itinerary, Transport by private vehicle, Mineral Water, Sunset Viewing","Siem Reap, Cambodia"
2474,"3 Day Private Tours Hit All Angkor Temples, Floating Village From Dawn To Dusk",Multi-day-Tours,12,star-4.5, 3 days  (approx.),,"Hotel pickup and drop-off, Professional historian & photographer guide in the private air-conditioning SUV/minivan, Cold Waters & Wipes, Gas, Parking & Toll Road","Svay Dangkum, Cambodia"
2475,Ultimate private 2 Days guided tours to hit best Angkor temples/sunrise/sunset,Overnight-Tours,25,star-5, 2 days  (approx.),,"Transport by private air-conditioned SUV/Minivan in private tours, Professional guide/driver/historian & photographer guide, Toll roads, gasoline, cold waters/wipes & car parkings, Hotel Pick Up & Drop Off","Svay Dangkum, Cambodia"
2476,Full-Day Temples of Angkor Small Group Tour,Full-day-Tours,646,star-5, 8 hours (approx.),$13.00 ,"Hotel pickup and drop-off, licensed and experienced English speaking tour guide, Transport by air-conditioned minivan, Mineral water & cool towel, Local tax","Siem Reap, Cambodia"
2477,"Morning Market and Street Art Tour, Including Breakfast and all Transport",Half-day-Tours,36,star-5, 3 hours 30 minutes (approx.),$45.00 ,"Breakfast, Snacks, Coffee and/or Tea, Hotel pick up and drop off, Experienced English Speaking Guide","Phnom Penh, Cambodia"
2478,1-Day Amazing Angkor Wat Tour with Sunrise & All Interesting Major Temples,Full-day-Tours,86,star-5, 7 to 8 hours (approx.),$75.00 ,"English Speaking Guide with licensed., Pick up & drop off at hotel, Air-conditioned vehicle with driver, Cool water and Cool wet towel, Start pick up at your hotel and finish drop you at hotel","Siem Reap, Cambodia"
2479,Half Day private Angkor Wat Sunset by Tuk Tuk,Half-day-Tours,,, 6 hours (approx.),$51.29 ,"Professional English speaking tour guide, Tuk Tuk and licensed driver, Cool pure drinking water and towels, gratuity is recommended., Pick up and Transfer","Siem Reap, Cambodia"
2480,Angkor Wat Admission Ticket,Sightseeing-Passes,133,star-5, 1 to 7 days (approx.),$59.89 ,"Delivery to your hotel front desk under your name (in the evening at 6 pm for your visit on the next following days), Visit from sunrise to sunset (on own arrangement), Angkor National Park Ticket (1-Day, 2-Day, 3-Day or 7-Day)","Siem Reap, Cambodia"
2481,3-Day Tour (The Historical of Khmer Empire),Multi-day-Tours,16,star-5, 3 days  (approx.),$199.50 ,"A full day tour with a professional English-speaking guide., Transportation by air-conditioned vehicle with professional driver., All applicable taxes and service charges, Cool water and Cool wet towel","Siem Reap, Cambodia"
2482,Private Car From Siem Reap to Phnom Penh,Bus-Services,,, 6 hours (approx.),$65.00 ,"Hotel pickup and drop-off from hotel only (if airport surcharge 15USD per car), Good car with good air conditioned, Professional driver, All toll fees, Local taxes, 1 Time Break (more stops on request)","Siem Reap Province, Cambodia"
2483,"Afternoon tour by tuk tuk to bamboo train,bat cave,killing cave,countryside.",Day-Trips,174,star-5, 5 hours 30 minutes (approx.),$16.00 ,"Private transportation, Bottled water, Tuk Tuk/Driver/Local Guide, Pick up and drop off, Entrance fee for killing cave and bat cave","Battambang, Cambodia"
2484,Private Taxi Phnom Penh - Kampot Overland Transfer,Airport-and-Ground-Transfers,,, 3 to 4 hours (approx.),$53.00 ,"Gasoline, Tolls, Parking, Private, safe drivers, Passenger insurance","Phnom Penh, Cambodia"
2485,Phnom Penh Vital Discovery-Full Day Tour (Including all services),Bus-and-Minivan-Tours,30,star-5, 6 to 7 hours (approx.),$92.00 ,"Conformable Transportation, Proper Licensing Tour Guide, Cold Battle of waters, All entrance are mentioned in the itinerary, Lunch at local restaurant, Hotel Pickup and Drop-off","Phnom Penh, Cambodia"
2486,Angkor Wat and Major temples Small Group,Full-day-Tours,6,star-5, 8 to 9 hours (approx.),$23.00 ,"Bottled water (unlimited), Free pickup and drop-off at city hotels, Professional English-speaking tour guide, Transportation by air-conditioned vehicle mini bus/van","Siem Reap, Cambodia"
2487,Siem Reap Countryside Tour by Vespa,Half-day-Tours,42,star-5, 5 hours (approx.),$40.00 ,"Hotel pick up & drop off, English speaking tour guide, Vespa & experience driver, Village food testing, Water supplies, Snacks","Siem Reap, Cambodia"
2488,Oudong Temple & Phnom Baset Private Tours from Phnom Penh,Day-Trips,2,star-5, 7 to 9 hours (approx.),$25.00 ,"Pick-up & Drop-off at your Hotel ( please provide us your hotel name and hotel address ), Professional English Speaking License Tour Guide, All entrance fees for tours sites, All private transfer by luxury air-con vehicle, Services charge and current government VAT tax","Phnom Penh, Cambodia"
2489,Half-Day Phnom Penh City Tours,Half-day-Tours,3,star-4.5, 4 to 5 hours (approx.),$75.00 ,"Hotel Pick-Up and Drop-Off, Luxury Private Tour, Cold Bottle Of Water During Your Trip, Comfortable Luxury Transportation, Local Licencing Tour Guide, All Entrance Fee Are Mentioned","Phnom Penh, Cambodia"
2490,Apsara Dance Performance - Including Buffet Dinner & Hotel Pickup,Theater-Shows-and-Musicals,2,star-4, 1 hour 30 minutes (approx.),$28.00 ,"Pick-up and drop-off hotel in Siem Reap, Round trip transfer by tuk tuk, Dinner - Buffet dinner, Entry/Admission (Amazon Angkor Restaurant)","Siem Reap, Cambodia"
2491,Angkor Wat Private Day Tour from Siem Reap,Day-Trips,304,star-5, 6 to 7 hours (approx.),$29.00 ,"Hotel pickup and drop-off, Private tour with a tuk tuk or air conditioned vehicle, Local English Speaking guide, Bottled water on tour","Siem Reap, Cambodia"
2492,Angkor Wat Small Group Sunrise Tour With Breakfast included,Day-Trips,97,star-5, 6 to 7 hours (approx.),$20.70 ,"Vaccinated English speaking tour guide with license, Vaccinated Experienced driver, Transport with air-conditioned ( Car or Minivan), Free cool bottle of water and towels, Enjoy of taste authentic Cambodian food (No vegetarian option), Visit local market in the village","Siem Reap, Cambodia"
2493,Private Van Transfer From Phnom Penh to Siem Reap,Bus-Services,,, 5 hours (approx.),$50.00 ,"1 Time Break (more stops on request), All toll fees, Good car with good air conditioned, Hotel pickup and drop-off from hotel only, Local taxes, Professional driver","Phnom Penh, Cambodia"
2494,Taxi Transfer Siem Reap -Koh Chang Car - Minivan - Private Driver,Private-Drivers,3,star-4.5, 10 to 11 hours (approx.),$127.32 ,"Private two drivers for trip 1 driver in Thailand - 1 in Cambodia, Gasoline - Toll - Parking - Local Tax, Passenger insurance included the drivers will responsible","Siem Reap, Cambodia"
2495,Phnom Kulen Waterfall & 1000 Lingas River Private Day Tour from Siem Reap,Day-Trips,27,star-5, 5 to 7 hours (approx.),$76.00 ,"Hotel pick up/drop-off, Private tour from Siem Reap, Private air conditioned vehicle, Local live English speaking guide, Cold bottled water on car/van/bus","Siem Reap, Cambodia"
2496,Best Temples Day Tour in Siem Reap with Sunset,Full-day-Tours,68,star-5, 10 hours (approx.),$22.00 ,"Hotel pickup and drop-off, Lenienced and experienced English speaking tour guide, Transport by air-conditioned minivan, Mineral water & cool towel, Sunset at ruin temple, Local tax","Siem Reap, Cambodia"
2497,Beng Mealea & Hidden Temples 1 day,Day-Trips,1,star-5, 8 hours (approx.),$90.26 ,"All land transportation by US Army Jeep, ENGLISH speaking guide, Mineral water and cold tissues on tour","Siem Reap, Cambodia"
2498,Khmer Cooking Class Half Day (AM or PM),Cooking-Classes,77,star-5, 4 hours (approx.),$35.90 ,Instructor,"Phnom Penh, Cambodia"
2499,Private transfer from Phnom Penh to Siem Reap,Private-Drivers,10,star-4.5, 4 to 5 hours (approx.),$25.00 ,"Pick up and drop off at your hotel ( please provide us your hotel name and address for pick up ), Gasoline, Private English speaking driver, Road toll fee, Luxury and comfortable air conditioning vehicles","Phnom Penh, Cambodia"
2500,"Kampot Day Tour ""Bokor National Park""",Day-Trips,19,star-4.5, 4 to 5 hours (approx.),$36.00 ,"Transportation: Tuk Tuk, English speaking driver, Cold water","Kampot, Cambodia"
2501,Sihanoukville to Phnom Penh by Private Car or Minivan,Private-Drivers,4,star-4.5, 3 to 4 hours (approx.),$63.00 ,"Hotel pick-up/port pick-up and drop-off, Good car with good air conditioned, Professional driver, All toll fees on speed highway, Toilet stop","Sihanoukville, Cambodia"
